"","trial","response","n","data_y","model_y","half","sq_err","uncertainty_noise"
"1",0,"no_difference",59,0.951612903225806,0.65325,"train",0.089020422021332,1.3
"2",0,"affect",1,0.0161290322580645,0.266,"train",0.0624355005202914,1.3
"3",0,"enable",1,0.0161290322580645,0.0625,"train",0.00215026664932362,1.3
"4",0,"cause",1,0.0161290322580645,0.01825,"train",4.4985041623309e-06,1.3
"5",1,"no_difference",6,0.0967741935483871,0.15125,"train",0.00296761348855359,1.3
"6",1,"affect",7,0.112903225806452,0.3875,"train",0.0754033883975026,1.3
"7",1,"enable",47,0.758064516129032,0.30025,"train",0.20959413117846,1.3
"8",1,"cause",2,0.032258064516129,0.161,"train",0.0165744859521332,1.3
"9",2,"no_difference",39,0.629032258064516,0.422,"train",0.0428623558792924,1.3
"10",2,"affect",15,0.241935483870968,0.39775,"train",0.0242781634365245,1.3
"11",2,"enable",2,0.032258064516129,0.13725,"train",0.0110233065166493,1.3
"12",2,"cause",6,0.0967741935483871,0.043,"train",0.0028916638917794,1.3
"13",3,"no_difference",3,0.0483870967741935,0.2125,"test",0.0269330450052029,1.3
"14",3,"affect",22,0.354838709677419,0.4225,"test",0.00457805020811654,1.3
"15",3,"enable",7,0.112903225806452,0.25325,"test",0.0196972170265349,1.3
"16",3,"cause",30,0.483870967741935,0.11175,"test",0.138474014633195,1.3
"17",4,"no_difference",36,0.580645161290323,0.31025,"test",0.0731135432492196,1.3
"18",4,"affect",18,0.290322580645161,0.43075,"test",0.0197198601066597,1.3
"19",4,"enable",6,0.0967741935483871,0.18775,"test",0.00827659735952133,1.3
"20",4,"cause",2,0.032258064516129,0.07125,"test",0.00152037103277836,1.3
"21",5,"no_difference",1,0.0161290322580645,0.1325,"test",0.0135422021331946,1.3
"22",5,"affect",4,0.0645161290322581,0.35325,"test",0.0833672482440167,1.3
"23",5,"enable",6,0.0967741935483871,0.3225,"test",0.050952139698231,1.3
"24",5,"cause",51,0.82258064516129,0.19175,"test",0.39794730287461,1.3
"25",6,"no_difference",4,0.0645161290322581,0.11325,"train",0.00237499017950052,1.3
"26",6,"affect",27,0.435483870967742,0.3705,"train",0.00422290348595213,1.3
"27",6,"enable",12,0.193548387096774,0.3265,"train",0.0176761313735692,1.3
"28",6,"cause",19,0.306451612903226,0.18975,"train",0.0136192664542144,1.3
"29",7,"no_difference",13,0.209677419354839,0.215,"train",2.83298647242455e-05,1.3
"30",7,"affect",3,0.0483870967741935,0.41425,"train",0.133855663956816,1.3
"31",7,"enable",45,0.725806451612903,0.261,"train",0.216045037460978,1.3
"32",7,"cause",1,0.0161290322580645,0.10975,"train",0.00876488560093652,1.3
"33",8,"no_difference",2,0.032258064516129,0.18875,"test",0.024489725871488,1.3
"34",8,"affect",19,0.306451612903226,0.4155,"test",0.0118915507284079,1.3
"35",8,"enable",16,0.258064516129032,0.27625,"test",0.000330711823621228,1.3
"36",8,"cause",25,0.403225806451613,0.1195,"test",0.0805003332466181,1.3
"37",9,"no_difference",5,0.0806451612903226,0.0455,"train",0.00123518236212279,1.3
"38",9,"affect",10,0.161290322580645,0.2095,"train",0.00232417299687825,1.3
"39",9,"enable",7,0.112903225806452,0.36975,"train",0.0659702654136316,1.3
"40",9,"cause",40,0.645161290322581,0.37525,"train",0.0728521046436004,1.3
"41",10,"no_difference",2,0.032258064516129,0.1065,"train",0.00551186498439126,1.3
"42",10,"affect",30,0.483870967741935,0.295,"train",0.0356722424557752,1.3
"43",10,"enable",12,0.193548387096774,0.36425,"train",0.0291390406477628,1.3
"44",10,"cause",18,0.290322580645161,0.23425,"train",0.00314413430020812,1.3
"45",11,"no_difference",1,0.0161290322580645,0.1025,"test",0.00745994406867846,1.3
"46",11,"affect",16,0.258064516129032,0.29325,"test",0.00123801827523413,1.3
"47",11,"enable",33,0.532258064516129,0.3585,"test",0.0301918649843913,1.3
"48",11,"cause",12,0.193548387096774,0.24575,"test",0.00272500838969823,1.3
"49",12,"no_difference",0,0,0.0225,"test",0.00050625,1.3
"50",12,"affect",1,0.0161290322580645,0.094,"test",0.00606388761706556,1.3
"51",12,"enable",4,0.0645161290322581,0.25175,"test",0.035056522437565,1.3
"52",12,"cause",57,0.919354838709677,0.63175,"test",0.0827165432492195,1.3
"53",13,"no_difference",1,0.0161290322580645,0.02,"train",1.49843912591051e-05,1.3
"54",13,"affect",13,0.209677419354839,0.09325,"train",0.0135553439776275,1.3
"55",13,"enable",12,0.193548387096774,0.26975,"train",0.00580668580905307,1.3
"56",13,"cause",36,0.580645161290323,0.617,"train",0.00132167429760666,1.3
"57",14,"no_difference",1,0.0161290322580645,0.03975,"train",0.000557950117065557,1.3
"58",14,"affect",23,0.370967741935484,0.19175,"train",0.0321189990244537,1.3
"59",14,"enable",23,0.370967741935484,0.32825,"train",0.0018248054760666,1.3
"60",14,"cause",15,0.241935483870968,0.44025,"train",0.0393286473074922,1.3
"61",15,"no_difference",0,0,0.018,"test",0.000324,1.3
"62",15,"affect",12,0.193548387096774,0.09725,"test",0.00927337935744016,1.3
"63",15,"enable",9,0.145161290322581,0.2525,"test",0.0115215985952133,1.3
"64",15,"cause",41,0.661290322580645,0.63225,"test",0.000843340335587929,1.3
"65",16,"no_difference",1,0.0161290322580645,0.0995,"train",0.00695071826222685,1.3
"66",16,"affect",8,0.129032258064516,0.30125,"train",0.0296589506373569,1.3
"67",16,"enable",7,0.112903225806452,0.34775,"train",0.0551530073491155,1.3
"68",16,"cause",46,0.741935483870968,0.2515,"train",0.24052696383975,1.3
"69",17,"no_difference",6,0.0967741935483871,0.38125,"train",0.0809264844562955,1.3
"70",17,"affect",41,0.661290322580645,0.414,"train",0.0611525036420395,1.3
"71",17,"enable",11,0.17741935483871,0.1515,"train",0.000671812955254943,1.3
"72",17,"cause",4,0.0645161290322581,0.05325,"train",0.000126925663371488,1.3
"73",18,"no_difference",2,0.032258064516129,0.0555,"train",0.00054018756503642,1.3
"74",18,"affect",2,0.032258064516129,0.219,"train",0.0348725504682622,1.3
"75",18,"enable",55,0.887096774193548,0.3375,"train",0.302056614203954,1.3
"76",18,"cause",3,0.0483870967741935,0.388,"train",0.115336924037461,1.3
"77",19,"no_difference",6,0.0967741935483871,0.10025,"test",1.20812304890739e-05,1.3
"78",19,"affect",22,0.354838709677419,0.3035,"test",0.00263566311134235,1.3
"79",19,"enable",18,0.290322580645161,0.35375,"test",0.00402303752601457,1.3
"80",19,"cause",16,0.258064516129032,0.2425,"test",0.000242254162330905,1.3
"81",20,"no_difference",11,0.17741935483871,0.1525,"train",0.000620974245577524,1.3
"82",20,"affect",36,0.580645161290323,0.37425,"train",0.0425989626040583,1.3
