,caused_version,enabled_version,lesion_rsa,trial,response,model_y
52,and_hm_or_ws_cc,or_ws,0,13,cause,0.601369580163677
53,and_hm_or_ws_cc,or_ws,0,13,enable,0.17888021336879673
54,and_hm_or_ws_cc,or_ws,0,13,affect,0.2197502064675262
55,and_hm_or_ws_cc,or_ws,0,13,no_difference,0.0
56,and_hm_or_ws_cc,or_ws,0,14,cause,0.2576094599359081
57,and_hm_or_ws_cc,or_ws,0,14,enable,0.3331376806315498
58,and_hm_or_ws_cc,or_ws,0,14,affect,0.4092528594325251
59,and_hm_or_ws_cc,or_ws,0,14,no_difference,1.696499963752077e-14
60,and_hm_or_ws_cc,or_ws,0,15,cause,0.7316918701496734
61,and_hm_or_ws_cc,or_ws,0,15,enable,0.1203996323353068
62,and_hm_or_ws_cc,or_ws,0,15,affect,0.14790849751501367
63,and_hm_or_ws_cc,or_ws,0,15,no_difference,6.131337995311331e-15
64,and_hm_or_ws_cc,or_ws,0,16,cause,0.7316921136523584
65,and_hm_or_ws_cc,or_ws,0,16,enable,0.12039967240358544
66,and_hm_or_ws_cc,or_ws,0,16,affect,0.14790821394405623
67,and_hm_or_ws_cc,or_ws,0,16,no_difference,0.0
68,and_hm_or_ws_cc,or_ws,0,17,cause,0.033521914947158796
69,and_hm_or_ws_cc,or_ws,0,17,enable,0.04335016656066499
70,and_hm_or_ws_cc,or_ws,0,17,affect,0.6085343610323591
71,and_hm_or_ws_cc,or_ws,0,17,no_difference,0.314593557459817
72,and_hm_or_ws_cc,or_ws,0,18,cause,0.0
73,and_hm_or_ws_cc,or_ws,0,18,enable,1.0
74,and_hm_or_ws_cc,or_ws,0,18,affect,0.0
75,and_hm_or_ws_cc,or_ws,0,18,no_difference,0.0
76,and_hm_or_ws_cc,or_ws,0,19,cause,0.37400902518509616
77,and_hm_or_ws_cc,or_ws,0,19,enable,0.26627165552876264
78,and_hm_or_ws_cc,or_ws,0,19,affect,0.3593642328026862
79,and_hm_or_ws_cc,or_ws,0,19,no_difference,0.0003550864834550558
80,and_hm_or_ws_cc,or_ws,0,20,cause,0.30334705343602
81,and_hm_or_ws_cc,or_ws,0,20,enable,0.049915647820747845
82,and_hm_or_ws_cc,or_ws,0,20,affect,0.4609631766333274
83,and_hm_or_ws_cc,or_ws,0,20,no_difference,0.1857741221099048
84,and_hm_or_ws_cc,or_ws,0,21,cause,0.25760969714765086
85,and_hm_or_ws_cc,or_ws,0,21,enable,0.33313798739113004
86,and_hm_or_ws_cc,or_ws,0,21,affect,0.4092523154612191
87,and_hm_or_ws_cc,or_ws,0,21,no_difference,0.0
88,and_hm_or_ws_cc,or_ws,0,22,cause,0.0
89,and_hm_or_ws_cc,or_ws,0,22,enable,0.0
90,and_hm_or_ws_cc,or_ws,0,22,affect,0.0
91,and_hm_or_ws_cc,or_ws,0,22,no_difference,1.0
92,and_hm_or_ws_cc,or_ws,0,23,cause,0.0
93,and_hm_or_ws_cc,or_ws,0,23,enable,0.0
94,and_hm_or_ws_cc,or_ws,0,23,affect,0.0
95,and_hm_or_ws_cc,or_ws,0,23,no_difference,1.0
96,and_hm_or_ws_cc,or_ws,0,24,cause,0.48537959389895396
97,and_hm_or_ws_cc,or_ws,0,24,enable,0.2309292102822704
98,and_hm_or_ws_cc,or_ws,0,24,affect,0.2836911958187757
99,and_hm_or_ws_cc,or_ws,0,24,no_difference,0.0
100,and_hm_or_ws_cc,or_ws,0,25,cause,0.0
101,and_hm_or_ws_cc,or_ws,0,25,enable,1.0
102,and_hm_or_ws_cc,or_ws,0,25,affect,0.0
103,and_hm_or_ws_cc,or_ws,0,25,no_difference,0.0
104,and_hm_or_ws_cc,or_ws,0,26,cause,0.3743828404412472
105,and_hm_or_ws_cc,or_ws,0,26,enable,0.2711930712560224
106,and_hm_or_ws_cc,or_ws,0,26,affect,0.3542872579704121
107,and_hm_or_ws_cc,or_ws,0,26,no_difference,0.00013683033231838633
108,and_hm_or_ws_cc,or_ws,0,27,cause,0.2478258038874918
109,and_hm_or_ws_cc,or_ws,0,27,enable,0.32048556574074893
110,and_hm_or_ws_cc,or_ws,0,27,affect,0.4312906543325518
111,and_hm_or_ws_cc,or_ws,0,27,no_difference,0.0003979760392074081
112,and_hm_or_ws_cc,or_ws,0,28,cause,0.026856194368861625
113,and_hm_or_ws_cc,or_ws,0,28,enable,0.0044191770605228175
114,and_hm_or_ws_cc,or_ws,0,28,affect,0.49737378561820456
115,and_hm_or_ws_cc,or_ws,0,28,no_difference,0.4713508429524111
116,and_hm_or_ws_cc,or_ws,0,29,cause,0.0
117,and_hm_or_ws_cc,or_ws,0,29,enable,0.0
118,and_hm_or_ws_cc,or_ws,0,29,affect,0.0
119,and_hm_or_ws_cc,or_ws,0,29,no_difference,1.0
120,and_hm_or_ws,or_ws,0,0,cause,0.0
121,and_hm_or_ws,or_ws,0,0,enable,0.0
122,and_hm_or_ws,or_ws,0,0,affect,0.0
123,and_hm_or_ws,or_ws,0,0,no_difference,1.0
124,and_hm_or_ws,or_ws,0,1,cause,0.0
125,and_hm_or_ws,or_ws,0,1,enable,1.0
126,and_hm_or_ws,or_ws,0,1,affect,0.0
127,and_hm_or_ws,or_ws,0,1,no_difference,0.0
128,and_hm_or_ws,or_ws,0,2,cause,0.0
129,and_hm_or_ws,or_ws,0,2,enable,0.0
130,and_hm_or_ws,or_ws,0,2,affect,0.4346208990237366
131,and_hm_or_ws,or_ws,0,2,no_difference,0.5653791009762633
132,and_hm_or_ws,or_ws,0,3,cause,0.24940453062309711
133,and_hm_or_ws,or_ws,0,3,enable,0.10408830655099101
134,and_hm_or_ws,or_ws,0,3,affect,0.43779747034661237
135,and_hm_or_ws,or_ws,0,3,no_difference,0.20870969247929952
136,and_hm_or_ws,or_ws,0,4,cause,0.069465697319002
137,and_hm_or_ws,or_ws,0,4,enable,0.028991320964596057
138,and_hm_or_ws,or_ws,0,4,affect,0.4700071372015426
139,and_hm_or_ws,or_ws,0,4,no_difference,0.4315358445148594
140,and_hm_or_ws,or_ws,0,5,cause,0.5091450411633557
141,and_hm_or_ws,or_ws,0,5,enable,0.21249030637545444
142,and_hm_or_ws,or_ws,0,5,affect,0.2783646524611898
143,and_hm_or_ws,or_ws,0,5,no_difference,0.0
144,and_hm_or_ws,or_ws,0,6,cause,0.50892007050154
145,and_hm_or_ws,or_ws,0,6,enable,0.21239641547798938
146,and_hm_or_ws,or_ws,0,6,affect,0.27867609288552514
147,and_hm_or_ws,or_ws,0,6,no_difference,7.421134945471837e-06
148,and_hm_or_ws,or_ws,0,7,cause,0.0
149,and_hm_or_ws,or_ws,0,7,enable,1.0
150,and_hm_or_ws,or_ws,0,7,affect,0.0
151,and_hm_or_ws,or_ws,0,7,no_difference,0.0
152,and_hm_or_ws,or_ws,0,8,cause,0.33167832810739295
153,and_hm_or_ws,or_ws,0,8,enable,0.13842505349084971
154,and_hm_or_ws,or_ws,0,8,affect,0.4038873526011902
155,and_hm_or_ws,or_ws,0,8,no_difference,0.12600926580056732
156,and_hm_or_ws,or_ws,0,9,cause,0.49059221697105704
157,and_hm_or_ws,or_ws,0,9,enable,0.2047473353592904
158,and_hm_or_ws,or_ws,0,9,affect,0.29895479433476946
159,and_hm_or_ws,or_ws,0,9,no_difference,0.005705653334883147
160,and_hm_or_ws,or_ws,0,10,cause,0.47956647545550724
161,and_hm_or_ws,or_ws,0,10,enable,0.2001457719476101
162,and_hm_or_ws,or_ws,0,10,affect,0.3092333862774306
163,and_hm_or_ws,or_ws,0,10,no_difference,0.011054366319452153
164,and_hm_or_ws,or_ws,0,11,cause,0.5055290489480002
165,and_hm_or_ws,or_ws,0,11,enable,0.21098118180078212
166,and_hm_or_ws,or_ws,0,11,affect,0.2829720712408252
167,and_hm_or_ws,or_ws,0,11,no_difference,0.0005176980103925127
168,and_hm_or_ws,or_ws,0,12,cause,0.5091450411633557
169,and_hm_or_ws,or_ws,0,12,enable,0.21249030637545444
170,and_hm_or_ws,or_ws,0,12,affect,0.2783646524611898
171,and_hm_or_ws,or_ws,0,12,no_difference,0.0
172,and_hm_or_ws,or_ws,0,13,cause,0.5091450411633557
173,and_hm_or_ws,or_ws,0,13,enable,0.21249030637545444
174,and_hm_or_ws,or_ws,0,13,affect,0.2783646524611898
175,and_hm_or_ws,or_ws,0,13,no_difference,0.0
176,and_hm_or_ws,or_ws,0,14,cause,0.25989141968387275
177,and_hm_or_ws,or_ws,0,14,enable,0.3203678407457862
178,and_hm_or_ws,or_ws,0,14,affect,0.41974050574239696
179,and_hm_or_ws,or_ws,0,14,no_difference,2.3382794401194153e-07
180,and_hm_or_ws,or_ws,0,15,cause,0.5091071516698735
181,and_hm_or_ws,or_ws,0,15,enable,0.2124744932977898
182,and_hm_or_ws,or_ws,0,15,affect,0.27841788837003356
183,and_hm_or_ws,or_ws,0,15,no_difference,4.666623030767729e-07
184,and_hm_or_ws,or_ws,0,16,cause,0.5091450411633557
185,and_hm_or_ws,or_ws,0,16,enable,0.21249030637545444
186,and_hm_or_ws,or_ws,0,16,affect,0.2783646524611898
187,and_hm_or_ws,or_ws,0,16,no_difference,0.0
188,and_hm_or_ws,or_ws,0,17,cause,0.08687195978668977
189,and_hm_or_ws,or_ws,0,17,enable,0.10708696043936228
190,and_hm_or_ws,or_ws,0,17,affect,0.5234952399115507
191,and_hm_or_ws,or_ws,0,17,no_difference,0.2825458398623973
192,and_hm_or_ws,or_ws,0,18,cause,0.0
193,and_hm_or_ws,or_ws,0,18,enable,1.0
194,and_hm_or_ws,or_ws,0,18,affect,0.0
195,and_hm_or_ws,or_ws,0,18,no_difference,0.0
196,and_hm_or_ws,or_ws,0,19,cause,0.4852021801165661
197,and_hm_or_ws,or_ws,0,19,enable,0.20249781805088501
198,and_hm_or_ws,or_ws,0,19,affect,0.3040965033947609
199,and_hm_or_ws,or_ws,0,19,no_difference,0.008203498437788025
200,and_hm_or_ws,or_ws,0,20,cause,0.3598513422901189
201,and_hm_or_ws,or_ws,0,20,enable,0.15018298478981484
202,and_hm_or_ws,or_ws,0,20,affect,0.3897382564235789
203,and_hm_or_ws,or_ws,0,20,no_difference,0.10022741649648731
204,and_hm_or_ws,or_ws,0,21,cause,0.2599057985739468
205,and_hm_or_ws,or_ws,0,21,enable,0.3203855655863022
206,and_hm_or_ws,or_ws,0,21,affect,0.419708635839751
207,and_hm_or_ws,or_ws,0,21,no_difference,0.0
208,and_hm_or_ws,or_ws,0,22,cause,0.0
209,and_hm_or_ws,or_ws,0,22,enable,0.0
210,and_hm_or_ws,or_ws,0,22,affect,0.0
211,and_hm_or_ws,or_ws,0,22,no_difference,1.0
212,and_hm_or_ws,or_ws,0,23,cause,0.0
213,and_hm_or_ws,or_ws,0,23,enable,0.0
214,and_hm_or_ws,or_ws,0,23,affect,0.0
215,and_hm_or_ws,or_ws,0,23,no_difference,1.0
216,and_hm_or_ws,or_ws,0,24,cause,0.5091450411633557
217,and_hm_or_ws,or_ws,0,24,enable,0.21249030637545444
218,and_hm_or_ws,or_ws,0,24,affect,0.2783646524611898
219,and_hm_or_ws,or_ws,0,24,no_difference,0.0
220,and_hm_or_ws,or_ws,0,25,cause,0.0
221,and_hm_or_ws,or_ws,0,25,enable,1.0
222,and_hm_or_ws,or_ws,0,25,affect,0.0
223,and_hm_or_ws,or_ws,0,25,no_difference,0.0
224,and_hm_or_ws,or_ws,0,26,cause,0.4846511774086527
225,and_hm_or_ws,or_ws,0,26,enable,0.20226785856046017
226,and_hm_or_ws,or_ws,0,26,affect,0.30460882572196674
227,and_hm_or_ws,or_ws,0,26,no_difference,0.00847213830892034
228,and_hm_or_ws,or_ws,0,27,cause,0.24729325801008492
229,and_hm_or_ws,or_ws,0,27,enable,0.304838101989089
230,and_hm_or_ws,or_ws,0,27,affect,0.44061647205608134
231,and_hm_or_ws,or_ws,0,27,no_difference,0.007252167944744778
232,and_hm_or_ws,or_ws,0,28,cause,0.13811088039884417
233,and_hm_or_ws,or_ws,0,28,enable,0.05764020252986865
234,and_hm_or_ws,or_ws,0,28,affect,0.4661472430288173
235,and_hm_or_ws,or_ws,0,28,no_difference,0.3381016740424699
236,and_hm_or_ws,or_ws,0,29,cause,0.0
237,and_hm_or_ws,or_ws,0,29,enable,0.0
238,and_hm_or_ws,or_ws,0,29,affect,0.0
239,and_hm_or_ws,or_ws,0,29,no_difference,1.0
240,and_hm_or_ws_cc,or_ws,1,0,cause,0.06586533165027292
241,and_hm_or_ws_cc,or_ws,1,0,enable,0.06586533165027292
242,and_hm_or_ws_cc,or_ws,1,0,affect,0.06586533165027292
243,and_hm_or_ws_cc,or_ws,1,0,no_difference,0.8024040050491812
244,and_hm_or_ws_cc,or_ws,1,1,cause,0.06586533165027292
245,and_hm_or_ws_cc,or_ws,1,1,enable,0.8024040050491812
246,and_hm_or_ws_cc,or_ws,1,1,affect,0.06586533165027292
247,and_hm_or_ws_cc,or_ws,1,1,no_difference,0.06586533165027292
248,and_hm_or_ws_cc,or_ws,1,2,cause,0.04224716061371412
249,and_hm_or_ws_cc,or_ws,1,2,enable,0.04224716061371412
250,and_hm_or_ws_cc,or_ws,1,2,affect,0.5146757790334419
251,and_hm_or_ws_cc,or_ws,1,2,no_difference,0.4008298997391299
252,and_hm_or_ws_cc,or_ws,1,3,cause,0.0778323450385976
253,and_hm_or_ws_cc,or_ws,1,3,enable,0.08803744356066665
254,and_hm_or_ws_cc,or_ws,1,3,affect,0.5769538144297077
255,and_hm_or_ws_cc,or_ws,1,3,no_difference,0.257176396971028
256,and_hm_or_ws_cc,or_ws,1,4,cause,0.046846457727178
257,and_hm_or_ws_cc,or_ws,1,4,enable,0.046846457727178
258,and_hm_or_ws_cc,or_ws,1,4,affect,0.5258549409352293
259,and_hm_or_ws_cc,or_ws,1,4,no_difference,0.3804521436104146
260,and_hm_or_ws_cc,or_ws,1,5,cause,0.32445568517626344
261,and_hm_or_ws_cc,or_ws,1,5,enable,0.32445568517626344
262,and_hm_or_ws_cc,or_ws,1,5,affect,0.32445568517626344
263,and_hm_or_ws_cc,or_ws,1,5,no_difference,0.026632944471209726
264,and_hm_or_ws_cc,or_ws,1,6,cause,0.12096007396740248
265,and_hm_or_ws_cc,or_ws,1,6,enable,0.4221921423061866
266,and_hm_or_ws_cc,or_ws,1,6,affect,0.4221921423061866
267,and_hm_or_ws_cc,or_ws,1,6,no_difference,0.03465564142022422
268,and_hm_or_ws_cc,or_ws,1,7,cause,0.06586533165027292
269,and_hm_or_ws_cc,or_ws,1,7,enable,0.8024040050491812
270,and_hm_or_ws_cc,or_ws,1,7,affect,0.06586533165027292
271,and_hm_or_ws_cc,or_ws,1,7,no_difference,0.06586533165027292
272,and_hm_or_ws_cc,or_ws,1,8,cause,0.12032434948116777
273,and_hm_or_ws_cc,or_ws,1,8,enable,0.22430603028942653
274,and_hm_or_ws_cc,or_ws,1,8,affect,0.5530847949880494
275,and_hm_or_ws_cc,or_ws,1,8,no_difference,0.10228482524135625
276,and_hm_or_ws_cc,or_ws,1,9,cause,0.3178686364281296
277,and_hm_or_ws_cc,or_ws,1,9,enable,0.3178686364281296
278,and_hm_or_ws_cc,or_ws,1,9,affect,0.3353729527748485
279,and_hm_or_ws_cc,or_ws,1,9,no_difference,0.028889774368892375
280,and_hm_or_ws_cc,or_ws,1,10,cause,0.12669106646947367
281,and_hm_or_ws_cc,or_ws,1,10,enable,0.37135423225522846
282,and_hm_or_ws_cc,or_ws,1,10,affect,0.45677978825894183
283,and_hm_or_ws_cc,or_ws,1,10,no_difference,0.045174913016356136
284,and_hm_or_ws_cc,or_ws,1,11,cause,0.12190014266606407
285,and_hm_or_ws_cc,or_ws,1,11,enable,0.42174063878962376
286,and_hm_or_ws_cc,or_ws,1,11,affect,0.42174063878962376
287,and_hm_or_ws_cc,or_ws,1,11,no_difference,0.03461857975468846
288,and_hm_or_ws_cc,or_ws,1,12,cause,0.32445568517626344
289,and_hm_or_ws_cc,or_ws,1,12,enable,0.32445568517626344
290,and_hm_or_ws_cc,or_ws,1,12,affect,0.32445568517626344
291,and_hm_or_ws_cc,or_ws,1,12,no_difference,0.026632944471209726
292,and_hm_or_ws_cc,or_ws,1,13,cause,0.22120701971353576
293,and_hm_or_ws_cc,or_ws,1,13,enable,0.37404475840380563
294,and_hm_or_ws_cc,or_ws,1,13,affect,0.37404475840380563
295,and_hm_or_ws_cc,or_ws,1,13,no_difference,0.030703463478852944
296,and_hm_or_ws_cc,or_ws,1,14,cause,0.22559217708636675
297,and_hm_or_ws_cc,or_ws,1,14,enable,0.3719386208658429
298,and_hm_or_ws_cc,or_ws,1,14,affect,0.3719386208658429
299,and_hm_or_ws_cc,or_ws,1,14,no_difference,0.03053058118194753
300,and_hm_or_ws_cc,or_ws,1,15,cause,0.32445538095164445
301,and_hm_or_ws_cc,or_ws,1,15,enable,0.32445538095164445
302,and_hm_or_ws_cc,or_ws,1,15,affect,0.3244561920911107
303,and_hm_or_ws_cc,or_ws,1,15,no_difference,0.026633046005600368
304,and_hm_or_ws_cc,or_ws,1,16,cause,0.32445568517626344
305,and_hm_or_ws_cc,or_ws,1,16,enable,0.32445568517626344
306,and_hm_or_ws_cc,or_ws,1,16,affect,0.32445568517626344
307,and_hm_or_ws_cc,or_ws,1,16,no_difference,0.026632944471209726
308,and_hm_or_ws_cc,or_ws,1,17,cause,0.08683116485122497
309,and_hm_or_ws_cc,or_ws,1,17,enable,0.1033859760325936
310,and_hm_or_ws_cc,or_ws,1,17,affect,0.5828773719773457
311,and_hm_or_ws_cc,or_ws,1,17,no_difference,0.22690548713883563
312,and_hm_or_ws_cc,or_ws,1,18,cause,0.06586533165027292
313,and_hm_or_ws_cc,or_ws,1,18,enable,0.8024040050491812
314,and_hm_or_ws_cc,or_ws,1,18,affect,0.06586533165027292
315,and_hm_or_ws_cc,or_ws,1,18,no_difference,0.06586533165027292
316,and_hm_or_ws_cc,or_ws,1,19,cause,0.12425214156318759
317,and_hm_or_ws_cc,or_ws,1,19,enable,0.40806227103519566
318,and_hm_or_ws_cc,or_ws,1,19,affect,0.43058932250721454
319,and_hm_or_ws_cc,or_ws,1,19,no_difference,0.037096264894402264
320,and_hm_or_ws_cc,or_ws,1,20,cause,0.1065106357122035
321,and_hm_or_ws_cc,or_ws,1,20,enable,0.1065106357122035
322,and_hm_or_ws_cc,or_ws,1,20,affect,0.5730768612381649
323,and_hm_or_ws_cc,or_ws,1,20,no_difference,0.2139018673374281
324,and_hm_or_ws_cc,or_ws,1,21,cause,0.22559217708636675
325,and_hm_or_ws_cc,or_ws,1,21,enable,0.3719386208658429
326,and_hm_or_ws_cc,or_ws,1,21,affect,0.3719386208658429
327,and_hm_or_ws_cc,or_ws,1,21,no_difference,0.03053058118194753
328,and_hm_or_ws_cc,or_ws,1,22,cause,0.06586533165027292
329,and_hm_or_ws_cc,or_ws,1,22,enable,0.06586533165027292
330,and_hm_or_ws_cc,or_ws,1,22,affect,0.06586533165027292
331,and_hm_or_ws_cc,or_ws,1,22,no_difference,0.8024040050491812
332,and_hm_or_ws_cc,or_ws,1,23,cause,0.06586533165027292
333,and_hm_or_ws_cc,or_ws,1,23,enable,0.06586533165027292
334,and_hm_or_ws_cc,or_ws,1,23,affect,0.06586533165027292
335,and_hm_or_ws_cc,or_ws,1,23,no_difference,0.8024040050491812
336,and_hm_or_ws_cc,or_ws,1,24,cause,0.15588019117552657
337,and_hm_or_ws_cc,or_ws,1,24,enable,0.4054204364290473
338,and_hm_or_ws_cc,or_ws,1,24,affect,0.4054204364290473
339,and_hm_or_ws_cc,or_ws,1,24,no_difference,0.0332789359663788
340,and_hm_or_ws_cc,or_ws,1,25,cause,0.06586533165027292
341,and_hm_or_ws_cc,or_ws,1,25,enable,0.8024040050491812
342,and_hm_or_ws_cc,or_ws,1,25,affect,0.06586533165027292
343,and_hm_or_ws_cc,or_ws,1,25,no_difference,0.06586533165027292
344,and_hm_or_ws_cc,or_ws,1,26,cause,0.12396378030746505
345,and_hm_or_ws_cc,or_ws,1,26,enable,0.4037214459425157
346,and_hm_or_ws_cc,or_ws,1,26,affect,0.434252060430347
347,and_hm_or_ws_cc,or_ws,1,26,no_difference,0.038062713319672245
348,and_hm_or_ws_cc,or_ws,1,27,cause,0.22055050444213758
349,and_hm_or_ws_cc,or_ws,1,27,enable,0.3579175718815756
350,and_hm_or_ws_cc,or_ws,1,27,affect,0.38738642681730107
351,and_hm_or_ws_cc,or_ws,1,27,no_difference,0.03414549685898561
352,and_hm_or_ws_cc,or_ws,1,28,cause,0.05708436265744463
353,and_hm_or_ws_cc,or_ws,1,28,enable,0.05708436265744463
354,and_hm_or_ws_cc,or_ws,1,28,affect,0.5449955994717505
355,and_hm_or_ws_cc,or_ws,1,28,no_difference,0.34083567521336033
356,and_hm_or_ws_cc,or_ws,1,29,cause,0.06586533165027292
357,and_hm_or_ws_cc,or_ws,1,29,enable,0.06586533165027292
358,and_hm_or_ws_cc,or_ws,1,29,affect,0.06586533165027292
359,and_hm_or_ws_cc,or_ws,1,29,no_difference,0.8024040050491812
360,and_hm_or_ws,or_ws,1,0,cause,0.06586533165027292
361,and_hm_or_ws,or_ws,1,0,enable,0.06586533165027292
362,and_hm_or_ws,or_ws,1,0,affect,0.06586533165027292
363,and_hm_or_ws,or_ws,1,0,no_difference,0.8024040050491812
364,and_hm_or_ws,or_ws,1,1,cause,0.06586533165027292
365,and_hm_or_ws,or_ws,1,1,enable,0.8024040050491812
366,and_hm_or_ws,or_ws,1,1,affect,0.06586533165027292
367,and_hm_or_ws,or_ws,1,1,no_difference,0.06586533165027292
368,and_hm_or_ws,or_ws,1,2,cause,0.04224716061371412
369,and_hm_or_ws,or_ws,1,2,enable,0.04224716061371412
370,and_hm_or_ws,or_ws,1,2,affect,0.5146757790334419
371,and_hm_or_ws,or_ws,1,2,no_difference,0.4008298997391299
372,and_hm_or_ws,or_ws,1,3,cause,0.10811132970425874
373,and_hm_or_ws,or_ws,1,3,enable,0.10811132970425874
374,and_hm_or_ws,or_ws,1,3,affect,0.5728715535650954
375,and_hm_or_ws,or_ws,1,3,no_difference,0.210905787026387
376,and_hm_or_ws,or_ws,1,4,cause,0.05359095338600155
377,and_hm_or_ws,or_ws,1,4,enable,0.05359095338600155
378,and_hm_or_ws,or_ws,1,4,affect,0.5392464886584254
379,and_hm_or_ws,or_ws,1,4,no_difference,0.3535716045695715
380,and_hm_or_ws,or_ws,1,5,cause,0.32445568517626344
381,and_hm_or_ws,or_ws,1,5,enable,0.32445568517626344
382,and_hm_or_ws,or_ws,1,5,affect,0.32445568517626344
383,and_hm_or_ws,or_ws,1,5,no_difference,0.026632944471209726
384,and_hm_or_ws,or_ws,1,6,cause,0.32445568517626344
385,and_hm_or_ws,or_ws,1,6,enable,0.32445568517626344
386,and_hm_or_ws,or_ws,1,6,affect,0.32445568517626344
387,and_hm_or_ws,or_ws,1,6,no_difference,0.026632944471209726
388,and_hm_or_ws,or_ws,1,7,cause,0.06586533165027292
389,and_hm_or_ws,or_ws,1,7,enable,0.8024040050491812
390,and_hm_or_ws,or_ws,1,7,affect,0.06586533165027292
391,and_hm_or_ws,or_ws,1,7,no_difference,0.06586533165027292
392,and_hm_or_ws,or_ws,1,8,cause,0.19598202242120583
393,and_hm_or_ws,or_ws,1,8,enable,0.19598202242120583
394,and_hm_or_ws,or_ws,1,8,affect,0.5092927164470616
395,and_hm_or_ws,or_ws,1,8,no_difference,0.09874323871052673
396,and_hm_or_ws,or_ws,1,9,cause,0.31078208551803377
397,and_hm_or_ws,or_ws,1,9,enable,0.31078208551803377
398,and_hm_or_ws,or_ws,1,9,affect,0.3469842802088419
399,and_hm_or_ws,or_ws,1,9,no_difference,0.03145154875509049
400,and_hm_or_ws,or_ws,1,10,cause,0.29559291296280166
401,and_hm_or_ws,or_ws,1,10,enable,0.29559291296280166
402,and_hm_or_ws,or_ws,1,10,affect,0.3713781121028054
403,and_hm_or_ws,or_ws,1,10,no_difference,0.03743606197159141
404,and_hm_or_ws,or_ws,1,11,cause,0.3235426589404178
405,and_hm_or_ws,or_ws,1,11,enable,0.3235426589404178
