"","trial","response","n","data_y","model_y","half","sq_err","uncertainty_noise"
"1",0,"no_difference",59,0.951612903225806,0.83875,"test",0.0127380349245578,1.5
"2",0,"affect",1,0.0161290322580645,0.117,"test",0.0101749521331946,1.5
"3",0,"enable",1,0.0161290322580645,0.0345,"test",0.000337492455775234,1.5
"4",0,"cause",1,0.0161290322580645,0.00975,"test",4.06920525494277e-05,1.5
"5",1,"no_difference",6,0.0967741935483871,0.17025,"test",0.00539869413371488,1.5
"6",1,"affect",7,0.112903225806452,0.299,"test",0.0346320093652445,1.5
"7",1,"enable",47,0.758064516129032,0.34375,"test",0.171656518275234,1.5
"8",1,"cause",2,0.032258064516129,0.187,"test",0.0239450665972945,1.5
"9",2,"no_difference",39,0.629032258064516,0.4625,"train",0.0277329929760666,1.5
"10",2,"affect",15,0.241935483870968,0.3115,"train",0.00483922190426639,1.5
"11",2,"enable",2,0.032258064516129,0.172,"train",0.0195278085327784,1.5
"12",2,"cause",6,0.0967741935483871,0.054,"train",0.00182963163371488,1.5
"13",3,"no_difference",3,0.0483870967741935,0.204,"train",0.0242153756503642,1.5
"14",3,"affect",22,0.354838709677419,0.30125,"train",0.00287174980489074,1.5
"15",3,"enable",7,0.112903225806452,0.3295,"train",0.046914162591051,1.5
"16",3,"cause",30,0.483870967741935,0.16525,"train",0.101519321084807,1.5
"17",4,"no_difference",36,0.580645161290323,0.236,"train",0.118780287200833,1.5
"18",4,"affect",18,0.290322580645161,0.31875,"train",0.000808118171175856,1.5
"19",4,"enable",6,0.0967741935483871,0.308,"train",0.0446163413111342,1.5
"20",4,"cause",2,0.032258064516129,0.13725,"train",0.0110233065166493,1.5
"21",5,"no_difference",1,0.0161290322580645,0.077,"train",0.00370527471383975,1.5
"22",5,"affect",4,0.0645161290322581,0.17,"train",0.0111268470343392,1.5
"23",5,"enable",6,0.0967741935483871,0.36875,"train",0.0739708392950052,1.5
"24",5,"cause",51,0.82258064516129,0.38425,"train",0.192133754487513,1.5
"25",6,"no_difference",4,0.0645161290322581,0.0625,"test",4.06477627471383e-06,1.5
"26",6,"affect",27,0.435483870967742,0.17575,"test",0.0674616837278876,1.5
"27",6,"enable",12,0.193548387096774,0.38625,"test",0.0371339116155047,1.5
"28",6,"cause",19,0.306451612903226,0.3755,"test",0.00476767976066597,1.5
"29",7,"no_difference",13,0.209677419354839,0.251,"train",0.00170755567117586,1.5
"30",7,"affect",3,0.0483870967741935,0.31325,"train",0.0701523575052029,1.5
"31",7,"enable",45,0.725806451612903,0.30225,"train",0.179400067702914,1.5
"32",7,"cause",1,0.0161290322580645,0.1335,"train",0.0137759440686785,1.5
"33",8,"no_difference",2,0.032258064516129,0.1865,"train",0.0237905746618106,1.5
"34",8,"affect",19,0.306451612903226,0.2945,"train",0.000142841050988554,1.5
"35",8,"enable",16,0.258064516129032,0.3475,"train",0.00799870577523413,1.5
"36",8,"cause",25,0.403225806451613,0.1715,"train",0.0536968493756503,1.5
"37",9,"no_difference",5,0.0806451612903226,0.02975,"train",0.00259031744276795,1.5
"38",9,"affect",10,0.161290322580645,0.09325,"train",0.00462948549687825,1.5
"39",9,"enable",7,0.112903225806452,0.281,"train",0.0282565254942768,1.5
"40",9,"cause",40,0.645161290322581,0.596,"train",0.00241683246618106,1.5
"41",10,"no_difference",2,0.032258064516129,0.09875,"train",0.00442117748439126,1.5
"42",10,"affect",30,0.483870967741935,0.18825,"train",0.0873917565686785,1.5
"43",10,"enable",12,0.193548387096774,0.379,"train",0.0343923007284079,1.5
"44",10,"cause",18,0.290322580645161,0.334,"train",0.00190771696149844,1.5
"45",11,"no_difference",1,0.0161290322580645,0.0925,"train",0.00583252471383975,1.5
"46",11,"affect",16,0.258064516129032,0.1835,"train",0.00555986706555671,1.5
"47",11,"enable",33,0.532258064516129,0.3835,"train",0.0221289617585848,1.5
"48",11,"cause",12,0.193548387096774,0.3405,"train",0.0215947765348595,1.5
"49",12,"no_difference",0,0,0.0105,"test",0.00011025,1.5
"50",12,"affect",1,0.0161290322580645,0.02675,"test",0.000112804955775234,1.5
"51",12,"enable",4,0.0645161290322581,0.114,"test",0.00244865348595213,1.5
"52",12,"cause",57,0.919354838709677,0.84875,"test",0.00498504324921956,1.5
"53",13,"no_difference",1,0.0161290322580645,0.009,"test",5.08231009365245e-05,1.5
"54",13,"affect",13,0.209677419354839,0.0275,"test",0.0331886121227888,1.5
"55",13,"enable",12,0.193548387096774,0.115,"test",0.00616984911550468,1.5
"56",13,"cause",36,0.580645161290323,0.8485,"test",0.0717462146201873,1.5
"57",14,"no_difference",1,0.0161290322580645,0.0125,"test",1.31698751300728e-05,1.5
"58",14,"affect",23,0.370967741935484,0.041,"test",0.108878710718002,1.5
"59",14,"enable",23,0.370967741935484,0.1745,"test",0.0385995736212279,1.5
"60",14,"cause",15,0.241935483870968,0.772,"test",0.280968391259105,1.5
"61",15,"no_difference",0,0,0.00925,"train",8.55625e-05,1.5
"62",15,"affect",12,0.193548387096774,0.02675,"train",0.0278217019380853,1.5
"63",15,"enable",9,0.145161290322581,0.12225,"train",0.000524927224245578,1.5
"64",15,"cause",41,0.661290322580645,0.84175,"train",0.0325656951742976,1.5
"65",16,"no_difference",1,0.0161290322580645,0.09175,"test",0.00571853076222685,1.5
"66",16,"affect",8,0.129032258064516,0.19375,"test",0.00418838612122789,1.5
"67",16,"enable",7,0.112903225806452,0.3695,"test",0.0658419045265349,1.5
"68",16,"cause",46,0.741935483870968,0.345,"test",0.157557778355879,1.5
"69",17,"no_difference",6,0.0967741935483871,0.28175,"train",0.0342160489724246,1.5
"70",17,"affect",41,0.661290322580645,0.3255,"train",0.112755140738814,1.5
"71",17,"enable",11,0.17741935483871,0.276,"train",0.00971814360041624,1.5
"72",17,"cause",4,0.0645161290322581,0.11675,"train",0.00272837727627471,1.5
"73",18,"no_difference",2,0.032258064516129,0.055,"train",0.000517195629552549,1.5
"74",18,"affect",2,0.032258064516129,0.13825,"train",0.0112342903876171,1.5
"75",18,"enable",55,0.887096774193548,0.331,"train",0.30924362226847,1.5
"76",18,"cause",3,0.0483870967741935,0.47575,"train",0.18263905105359,1.5
"77",19,"no_difference",6,0.0967741935483871,0.0935,"test",1.07203433922997e-05,1.5
"78",19,"affect",22,0.354838709677419,0.1905,"test",0.0270072114984391,1.5
"79",19,"enable",18,0.290322580645161,0.3895,"test",0.00983616050988553,1.5
"80",19,"cause",16,0.258064516129032,0.3265,"test",0.00468341545265349,1.5
"81",20,"no_difference",11,0.17741935483871,0.09025,"test",0.00759849642299688,1.5
"82",20,"affect",36,0.580645161290323,0.184,"test",0.157327383975026,1.5
"83",20,"enable",4,0.0645161290322581,0.38325,"test",0.101591280502081,1.5
"84",20,"cause",11,0.17741935483871,0.3425,"test",0.0272516194068679,1.5
"85",21,"no_difference",2,0.032258064516129,0.01575,"test",0.000272516194068678,1.5
"86",21,"affect",15,0.241935483870968,0.0385,"test",0.0413859960978148,1.5
"87",21,"enable",30,0.483870967741935,0.1485,"test",0.112473686004162,1.5
"88",21,"cause",15,0.241935483870968,0.79725,"test",0.308374211823621,1.5
"89",22,"no_difference",61,0.983870967741935,0.84675,"train",0.0188021597944849,1.5
"90",22,"affect",0,0,0.11125,"train",0.0123765625,1.5
"91",22,"enable",1,0.0161290322580645,0.032,"train",0.000251887617065557,1.5
"92",22,"cause",0,0,0.01,"train",1e-04,1.5
"93",23,"no_difference",60,0.967741935483871,0.84825,"test",0.0142783226456816,1.5
"94",23,"affect",0,0,0.10875,"test",0.0118265625,1.5
"95",23,"enable",1,0.0161290322580645,0.0345,"test",0.000337492455775234,1.5
"96",23,"cause",1,0.0161290322580645,0.0085,"test",5.8202133194589e-05,1.5
"97",24,"no_difference",2,0.032258064516129,0.03175,"test",2.58129552549426e-07,1.5
"98",24,"affect",31,0.5,0.09175,"test",0.1666680625,1.5
"99",24,"enable",18,0.290322580645161,0.2825,"test",6.11927679500528e-05,1.5
"100",24,"cause",11,0.17741935483871,0.594,"test",0.173539433922997,1.5
"101",25,"no_difference",10,0.161290322580645,0.38225,"train",0.0488231790452653,1.5
"102",25,"affect",3,0.0483870967741935,0.337,"train",0.0832974079084287,1.5
"103",25,"enable",48,0.774193548387097,0.2145,"train",0.313256868106139,1.5
"104",25,"cause",1,0.0161290322580645,0.06625,"train",0.00251211140738814,1.5
"105",26,"no_difference",0,0,0.091,"test",0.008281,1.5
"106",26,"affect",29,0.467741935483871,0.20025,"test",0.0715519355489074,1.5
"107",26,"enable",7,0.112903225806452,0.367,"test",0.0645651706555671,1.5
"108",26,"cause",26,0.419354838709677,0.34175,"test",0.00602251099115505,1.5
"109",27,"no_difference",5,0.0806451612903226,0.0565,"test",0.000582988813735692,1.5
"110",27,"affect",22,0.354838709677419,0.1275,"test",0.051682888917794,1.5
"111",27,"enable",22,0.354838709677419,0.3495,"test",2.85018210197715e-05,1.5
"112",27,"cause",13,0.209677419354839,0.4665,"test",0.0659578379292404,1.5
"113",28,"no_difference",24,0.387096774193548,0.192,"test",0.0380627513007284,1.5
"114",28,"affect",31,0.5,0.2955,"test",0.04182025,1.5
"115",28,"enable",0,0,0.34275,"test",0.1174775625,1.5
"116",28,"cause",7,0.112903225806452,0.16975,"test",0.00323155573621228,1.5
"117",29,"no_difference",61,0.983870967741935,0.8495,"train",0.0180555569719043,1.5
"118",29,"affect",0,0,0.10525,"train",0.0110775625,1.5
"119",29,"enable",0,0,0.03425,"train",0.0011730625,1.5
"120",29,"cause",1,0.0161290322580645,0.011,"train",2.63069719042664e-05,1.5
