"","trial","response","n","data_y","model_y","half","sq_err","uncertainty_noise"
"1",0,"no_difference",59,0.951612903225806,0.85,"train",0.0103251821019771,1
"2",0,"affect",1,0.0161290322580645,0.1265,"train",0.0121817505202914,1
"3",0,"enable",1,0.0161290322580645,0.019,"train",8.24245577523413e-06,1
"4",0,"cause",1,0.0161290322580645,0.0045,"train",0.000135234391259105,1
"5",1,"no_difference",6,0.0967741935483871,0.17775,"train",0.00655708123048907,1
"6",1,"affect",7,0.112903225806452,0.4525,"train",0.115325969042664,1
"7",1,"enable",47,0.758064516129032,0.2545,"train",0.253577221904266,1
"8",1,"cause",2,0.032258064516129,0.11525,"train",0.006887661355359,1
"9",2,"no_difference",39,0.629032258064516,0.45975,"test",0.0286564828954214,1
"10",2,"affect",15,0.241935483870968,0.4005,"test",0.0251427057752341,1
"11",2,"enable",2,0.032258064516129,0.11025,"test",0.00608274200052029,1
"12",2,"cause",6,0.0967741935483871,0.0295,"test",0.00452581711758585,1
"13",3,"no_difference",3,0.0483870967741935,0.2835,"test",0.0552780772632674,1
"14",3,"affect",22,0.354838709677419,0.466,"test",0.0123568324661811,1
"15",3,"enable",7,0.112903225806452,0.1835,"test",0.00498390452653486,1
"16",3,"cause",30,0.483870967741935,0.067,"test",0.173781403746098,1
"17",4,"no_difference",36,0.580645161290323,0.38475,"train",0.0383749142169615,1
"18",4,"affect",18,0.290322580645161,0.443,"train",0.0233103943808533,1
"19",4,"enable",6,0.0967741935483871,0.13175,"train",0.00122330703694069,1
"20",4,"cause",2,0.032258064516129,0.0405,"train",6.79295005202914e-05,1
"21",5,"no_difference",1,0.0161290322580645,0.063,"test",0.00219688761706556,1
"22",5,"affect",4,0.0645161290322581,0.2645,"test",0.0399935486472425,1
"23",5,"enable",6,0.0967741935483871,0.355,"test",0.0666805671175858,1
"24",5,"cause",51,0.82258064516129,0.3175,"test",0.255106458116545,1
"25",6,"no_difference",4,0.0645161290322581,0.04825,"test",0.000264586953694069,1
"26",6,"affect",27,0.435483870967742,0.27275,"test",0.0264823127601457,1
"27",6,"enable",12,0.193548387096774,0.36975,"test",0.0310470083896982,1
"28",6,"cause",19,0.306451612903226,0.30925,"test",7.83097034339241e-06,1
"29",7,"no_difference",13,0.209677419354839,0.25675,"test",0.00221582784859521,1
