"","trial","response","n","data_y","model_y","half","sq_err","uncertainty_noise"
"1",0,"no_difference",59,0.951612903225806,0.9675,"train",0.000252399843912591,1.4
"2",0,"affect",1,0.0161290322580645,0.027,"train",0.000118177939646202,1.4
"3",0,"enable",1,0.0161290322580645,0.0035,"train",0.000159492455775234,1.4
"4",0,"cause",1,0.0161290322580645,0.002,"train",0.000199629552549428,1.4
"5",1,"no_difference",6,0.0967741935483871,0.63025,"test",0.284596436069199,1.4
"6",1,"affect",7,0.112903225806452,0.28825,"test",0.0307464912200832,1.4
"7",1,"enable",47,0.758064516129032,0.04775,"test",0.504546711823621,1.4
"8",1,"cause",2,0.032258064516129,0.03375,"test",2.22587148803331e-06,1.4
"9",2,"no_difference",39,0.629032258064516,0.38575,"test",0.0591862570889698,1.4
"10",2,"affect",15,0.241935483870968,0.4255,"test",0.0336959315816857,1.4
"11",2,"enable",2,0.032258064516129,0.1035,"test",0.00507541337148803,1.4
"12",2,"cause",6,0.0967741935483871,0.08525,"test",0.000132807036940687,1.4
"13",3,"no_difference",3,0.0483870967741935,0.1645,"test",0.0134822062955255,1.4
"14",3,"affect",22,0.354838709677419,0.41925,"test",0.00414881432101977,1.4
"15",3,"enable",7,0.112903225806452,0.19225,"test",0.00629591057492196,1.4
"16",3,"cause",30,0.483870967741935,0.224,"test",0.0675329198751301,1.4
"17",4,"no_difference",36,0.580645161290323,0.22375,"train",0.127374156152445,1.4
"18",4,"affect",18,0.290322580645161,0.449,"train",0.0251785234131113,1.4
"19",4,"enable",6,0.0967741935483871,0.16025,"train",0.00402917800468262,1.4
"20",4,"cause",2,0.032258064516129,0.167,"train",0.0181553891779397,1.4
"21",5,"no_difference",1,0.0161290322580645,0.078,"train",0.00382801664932362,1.4
"22",5,"affect",4,0.0645161290322581,0.28575,"train",0.0489444256633715,1.4
"23",5,"enable",6,0.0967741935483871,0.2115,"train",0.0131620106659729,1.4
"24",5,"cause",51,0.82258064516129,0.42475,"train",0.158269222229449,1.4
"25",6,"no_difference",4,0.0645161290322581,0.06175,"train",7.65146982310093e-06,1.4
"26",6,"affect",27,0.435483870967742,0.303,"train",0.0175519760665973,1.4
"27",6,"enable",12,0.193548387096774,0.21925,"train",0.000660572905827264,1.4
"28",6,"cause",19,0.306451612903226,0.416,"train",0.0120008491155047,1.4
"29",7,"no_difference",13,0.209677419354839,0.71425,"test",0.254593489138918,1.4
"30",7,"affect",3,0.0483870967741935,0.2315,"test",0.0335303353277836,1.4
"31",7,"enable",45,0.725806451612903,0.03,"test",0.484146618106139,1.4
"32",7,"cause",1,0.0161290322580645,0.02425,"test",6.59501170655567e-05,1.4
"33",8,"no_difference",2,0.032258064516129,0.1435,"train",0.0123747682101977,1.4
"34",8,"affect",19,0.306451612903226,0.3955,"train",0.00792961524453694,1.4
"35",8,"enable",16,0.258064516129032,0.20575,"train",0.00273680859781478,1.4
"36",8,"cause",25,0.403225806451613,0.25525,"train",0.0218968392950052,1.4
"37",9,"no_difference",5,0.0806451612903226,0.026,"train",0.00298609365244537,1.4
"38",9,"affect",10,0.161290322580645,0.13875,"train",0.000508066142039541,1.4
"39",9,"enable",7,0.112903225806452,0.1615,"train",0.00236164646201873,1.4
"40",9,"cause",40,0.645161290322581,0.67375,"train",0.00081731432101977,1.4
"41",10,"no_difference",2,0.032258064516129,0.07475,"train",0.00180556458116545,1.4
"42",10,"affect",30,0.483870967741935,0.27375,"train",0.0441508210848075,1.4
"43",10,"enable",12,0.193548387096774,0.2135,"train",0.000398066857440167,1.4
"44",10,"cause",18,0.290322580645161,0.438,"train",0.0218086201873049,1.4
"45",11,"no_difference",1,0.0161290322580645,0.06475,"test",0.00236399850416233,1.4
"46",11,"affect",16,0.258064516129032,0.26075,"test",7.21182362122783e-06,1.4
"47",11,"enable",33,0.532258064516129,0.21925,"test",0.0979740484521332,1.4
"48",11,"cause",12,0.193548387096774,0.45525,"test",0.0684877341961498,1.4
"49",12,"no_difference",0,0,0.0095,"train",9.025e-05,1.4
"50",12,"affect",1,0.0161290322580645,0.05425,"train",0.00145320818158169,1.4
"51",12,"enable",4,0.0645161290322581,0.069,"train",2.01050988553591e-05,1.4
"52",12,"cause",57,0.919354838709677,0.86725,"train",0.0027149142169615,1.4
"53",13,"no_difference",1,0.0161290322580645,0.009,"test",5.08231009365245e-05,1.4
"54",13,"affect",13,0.209677419354839,0.048,"test",0.0261395879292404,1.4
"55",13,"enable",12,0.193548387096774,0.07,"test",0.0152642039542144,1.4
"56",13,"cause",36,0.580645161290323,0.873,"test",0.0854713517169615,1.4
"57",14,"no_difference",1,0.0161290322580645,0.095,"train",0.00622062955254943,1.4
"58",14,"affect",23,0.370967741935484,0.3325,"train",0.00147976716961498,1.4
"59",14,"enable",23,0.370967741935484,0.20575,"train",0.0272969022502602,1.4
"60",14,"cause",15,0.241935483870968,0.36675,"train",0.0155786634365245,1.4
"61",15,"no_difference",0,0,0.00925,"train",8.55625e-05,1.4
"62",15,"affect",12,0.193548387096774,0.0515,"train",0.020177744276795,1.4
"63",15,"enable",9,0.145161290322581,0.0785,"train",0.00444372762747139,1.4
"64",15,"cause",41,0.661290322580645,0.86075,"train",0.0397841629162331,1.4
"65",16,"no_difference",1,0.0161290322580645,0.06725,"train",0.00261335334287201,1.4
"66",16,"affect",8,0.129032258064516,0.27125,"train",0.0202258861212279,1.4
"67",16,"enable",7,0.112903225806452,0.2035,"train",0.00820777549427679,1.4
"68",16,"cause",46,0.741935483870968,0.458,"train",0.0806193590010406,1.4
"69",17,"no_difference",6,0.0967741935483871,0.697,"test",0.360271018730489,1.4
"70",17,"affect",41,0.661290322580645,0.24375,"test",0.174339920980749,1.4
"71",17,"enable",11,0.17741935483871,0.03625,"test",0.0199287867455775,1.4
"72",17,"cause",4,0.0645161290322581,0.023,"test",0.0017235889698231,1.4
"73",18,"no_difference",2,0.032258064516129,0.32375,"test",0.0849675484521332,1.4
"74",18,"affect",2,0.032258064516129,0.41175,"test",0.144014129097294,1.4
"75",18,"enable",55,0.887096774193548,0.13375,"test",0.567531362187825,1.4
"76",18,"cause",3,0.0483870967741935,0.13075,"test",0.00678364782778356,1.4
"77",19,"no_difference",6,0.0967741935483871,0.07325,"test",0.000553387682101977,1.4
"78",19,"affect",22,0.354838709677419,0.271,"test",0.00702892924037461,1.4
"79",19,"enable",18,0.290322580645161,0.22675,"test",0.00404147300988554,1.4
"80",19,"cause",16,0.258064516129032,0.429,"test",0.0292189396462019,1.4
"81",20,"no_difference",11,0.17741935483871,0.08925,"test",0.0077738351326743,1.4
"82",20,"affect",36,0.580645161290323,0.31675,"test",0.0696406561524454,1.4
"83",20,"enable",4,0.0645161290322581,0.212,"test",0.0217514921956296,1.4
"84",20,"cause",11,0.17741935483871,0.382,"test",0.0418532403746098,1.4
"85",21,"no_difference",2,0.032258064516129,0.0895,"train",0.00327663917793965,1.4
"86",21,"affect",15,0.241935483870968,0.32175,"train",0.00637035698491155,1.4
"87",21,"enable",30,0.483870967741935,0.20725,"train",0.0765191597944849,1.4
"88",21,"cause",15,0.241935483870968,0.3815,"train",0.0194782541623309,1.4
"89",22,"no_difference",61,0.983870967741935,0.97,"test",0.000192403746097816,1.4
"90",22,"affect",0,0,0.0255,"test",0.00065025,1.4
"91",22,"enable",1,0.0161290322580645,0.00275,"test",0.000178998504162331,1.4
"92",22,"cause",0,0,0.00175,"test",3.0625e-06,1.4
"93",23,"no_difference",60,0.967741935483871,0.9665,"train",1.54240374609782e-06,1.4
"94",23,"affect",0,0,0.0295,"train",0.00087025,1.4
"95",23,"enable",1,0.0161290322580645,0.00325,"train",0.000165869471904266,1.4
"96",23,"cause",1,0.0161290322580645,0.00075,"train",0.000236514633194589,1.4
"97",24,"no_difference",2,0.032258064516129,0.0285,"test",1.41230489073881e-05,1.4
"98",24,"affect",31,0.5,0.1445,"test",0.12638025,1.4
"99",24,"enable",18,0.290322580645161,0.1675,"test",0.0150853863163372,1.4
"100",24,"cause",11,0.17741935483871,0.6595,"test",0.232401748439126,1.4
"101",25,"no_difference",10,0.161290322580645,0.772,"test",0.372966310093652,1.4
"102",25,"affect",3,0.0483870967741935,0.189,"test",0.01977198855359,1.4
"103",25,"enable",48,0.774193548387097,0.023,"test",0.564291747138397,1.4
"104",25,"cause",1,0.0161290322580645,0.016,"test",1.66493236212277e-08,1.4
"105",26,"no_difference",0,0,0.06875,"train",0.0047265625,1.4
"106",26,"affect",29,0.467741935483871,0.2735,"train",0.0377299295005203,1.4
"107",26,"enable",7,0.112903225806452,0.21025,"train",0.0094763944458897,1.4
"108",26,"cause",26,0.419354838709677,0.4475,"train",0.000792150104058272,1.4
