"","trial","response","n","data_y","model_y","half","sq_err","uncertainty_noise"
"1",0,"no_difference",59,0.951612903225806,0.82075,"test",0.0171250994406868,1.6
"2",0,"affect",1,0.0161290322580645,0.12275,"test",0.0113680307622268,1.6
"3",0,"enable",1,0.0161290322580645,0.045,"test",0.000833532778355879,1.6
"4",0,"cause",1,0.0161290322580645,0.0115,"test",2.14279396462019e-05,1.6
"5",1,"no_difference",6,0.0967741935483871,0.16575,"test",0.00475766187565037,1.6
"6",1,"affect",7,0.112903225806452,0.2705,"test",0.0248367432362123,1.6
"7",1,"enable",47,0.758064516129032,0.34475,"test",0.170828889242976,1.6
"8",1,"cause",2,0.032258064516129,0.219,"test",0.0348725504682622,1.6
"9",2,"no_difference",39,0.629032258064516,0.536,"test",0.00865500104058272,1.6
"10",2,"affect",15,0.241935483870968,0.271,"test",0.000844746097814777,1.6
"11",2,"enable",2,0.032258064516129,0.14675,"test",0.0131084032908429,1.6
"12",2,"cause",6,0.0967741935483871,0.04625,"test",0.00255269413371488,1.6
"13",3,"no_difference",3,0.0483870967741935,0.24675,"test",0.0393478413761707,1.6
"14",3,"affect",22,0.354838709677419,0.2975,"test",0.00328772762747139,1.6
"15",3,"enable",7,0.112903225806452,0.30125,"test",0.0354745073491155,1.6
"16",3,"cause",30,0.483870967741935,0.1545,"test",0.108485234391259,1.6
"17",4,"no_difference",36,0.580645161290323,0.26875,"train",0.0972785916363164,1.6
"18",4,"affect",18,0.290322580645161,0.298,"train",5.89427679500515e-05,1.6
"19",4,"enable",6,0.0967741935483871,0.29875,"train",0.0407942263917794,1.6
"20",4,"cause",2,0.032258064516129,0.1345,"train",0.010453413371488,1.6
"21",5,"no_difference",1,0.0161290322580645,0.12,"train",0.0107891779396462,1.6
"22",5,"affect",4,0.0645161290322581,0.2045,"train",0.0195954841311134,1.6
"23",5,"enable",6,0.0967741935483871,0.3615,"train",0.0700797526014568,1.6
"24",5,"cause",51,0.82258064516129,0.314,"train",0.258654272632674,1.6
"25",6,"no_difference",4,0.0645161290322581,0.09975,"test",0.00124142566337149,1.6
"26",6,"affect",27,0.435483870967742,0.228,"test",0.0430495567117586,1.6
"27",6,"enable",12,0.193548387096774,0.37775,"test",0.0339302341961498,1.6
"28",6,"cause",19,0.306451612903226,0.2945,"test",0.000142841050988554,1.6
"29",7,"no_difference",13,0.209677419354839,0.243,"train",0.00111039438085328,1.6
"30",7,"affect",3,0.0483870967741935,0.29825,"train",0.0624314704084287,1.6
"31",7,"enable",45,0.725806451612903,0.30175,"train",0.179823874154527,1.6
"32",7,"cause",1,0.0161290322580645,0.157,"train",0.0198446295525494,1.6
"33",8,"no_difference",2,0.032258064516129,0.24175,"train",0.0438868710327784,1.6
"34",8,"affect",19,0.306451612903226,0.29875,"train",5.93148413111341e-05,1.6
"35",8,"enable",16,0.258064516129032,0.313,"train",0.00301790738813736,1.6
"36",8,"cause",25,0.403225806451613,0.1465,"train",0.065908139698231,1.6
"37",9,"no_difference",5,0.0806451612903226,0.04775,"train",0.00108209163631634,1.6
"38",9,"affect",10,0.161290322580645,0.12025,"train",0.00168430807752341,1.6
"39",9,"enable",7,0.112903225806452,0.3135,"train",0.0402390658168574,1.6
"40",9,"cause",40,0.645161290322581,0.5185,"train",0.0160430824661811,1.6
"41",10,"no_difference",2,0.032258064516129,0.1285,"test",0.00926251014568158,1.6
"42",10,"affect",30,0.483870967741935,0.20475,"test",0.0779085146331946,1.6
"43",10,"enable",12,0.193548387096774,0.3675,"test",0.0302591636316337,1.6
"44",10,"cause",18,0.290322580645161,0.29925,"test",7.96988163371487e-05,1.6
"45",11,"no_difference",1,0.0161290322580645,0.1135,"train",0.00948110535900104,1.6
"46",11,"affect",16,0.258064516129032,0.1895,"train",0.00470109287200832,1.6
"47",11,"enable",33,0.532258064516129,0.37975,"train",0.0232587097424558,1.6
"48",11,"cause",12,0.193548387096774,0.31725,"train",0.0153020890348595,1.6
"49",12,"no_difference",0,0,0.01425,"train",0.0002030625,1.6
"50",12,"affect",1,0.0161290322580645,0.0355,"train",0.000375234391259105,1.6
"51",12,"enable",4,0.0645161290322581,0.13675,"train",0.00521773211498439,1.6
"52",12,"cause",57,0.919354838709677,0.8135,"train",0.0112052468782518,1.6
"53",13,"no_difference",1,0.0161290322580645,0.014,"train",4.53277835587929e-06,1.6
"54",13,"affect",13,0.209677419354839,0.034,"train",0.0308625556711759,1.6
"55",13,"enable",12,0.193548387096774,0.13925,"train",0.00294831484131113,1.6
"56",13,"cause",36,0.580645161290323,0.81275,"train",0.0538726561524453,1.6
"57",14,"no_difference",1,0.0161290322580645,0.042,"test",0.000669306971904267,1.6
"58",14,"affect",23,0.370967741935484,0.11475,"test",0.0656475312825182,1.6
"59",14,"enable",23,0.370967741935484,0.286,"test",0.00721951716961499,1.6
"60",14,"cause",15,0.241935483870968,0.55725,"test",0.0994232440816857,1.6
"61",15,"no_difference",0,0,0.0125,"test",0.00015625,1.6
"62",15,"affect",12,0.193548387096774,0.0395,"test",0.0237309055671176,1.6
"63",15,"enable",9,0.145161290322581,0.14725,"test",4.36270811654519e-06,1.6
"64",15,"cause",41,0.661290322580645,0.80075,"test",0.0194490016259105,1.6
"65",16,"no_difference",1,0.0161290322580645,0.11925,"test",0.0106339339880333,1.6
"66",16,"affect",8,0.129032258064516,0.20125,"test",0.00521540225026015,1.6
"67",16,"enable",7,0.112903225806452,0.35375,"test",0.0580071686394381,1.6
"68",16,"cause",46,0.741935483870968,0.32575,"test",0.173210356984912,1.6
"69",17,"no_difference",6,0.0967741935483871,0.51525,"train",0.175122000585328,1.6
"70",17,"affect",41,0.661290322580645,0.27675,"train",0.147871259690427,1.6
"71",17,"enable",11,0.17741935483871,0.15475,"train",0.00051389964880333,1.6
"72",17,"cause",4,0.0645161290322581,0.05325,"train",0.000126925663371488,1.6
"73",18,"no_difference",2,0.032258064516129,0.05575,"test",0.000551871032778356,1.6
"74",18,"affect",2,0.032258064516129,0.12125,"test",0.00791956458116545,1.6
"75",18,"enable",55,0.887096774193548,0.302,"test",0.342338235171696,1.6
"76",18,"cause",3,0.0483870967741935,0.521,"test",0.223362956295525,1.6
"77",19,"no_difference",6,0.0967741935483871,0.12675,"test",0.000898548972424558,1.6
"78",19,"affect",22,0.354838709677419,0.20275,"test",0.0231309756113424,1.6
"79",19,"enable",18,0.290322580645161,0.37725,"test",0.00755637623569198,1.6
"80",19,"cause",16,0.258064516129032,0.29325,"test",0.00123801827523413,1.6
"81",20,"no_difference",11,0.17741935483871,0.113,"test",0.00414985327783559,1.6
"82",20,"affect",36,0.580645161290323,0.20175,"test",0.14356154324922,1.6
"83",20,"enable",4,0.0645161290322581,0.36675,"test",0.0913453127601457,1.6
"84",20,"cause",11,0.17741935483871,0.3185,"test",0.0199037484391259,1.6
"85",21,"no_difference",2,0.032258064516129,0.04125,"train",8.08549037460979e-05,1.6
"86",21,"affect",15,0.241935483870968,0.08775,"train",0.0237731634365245,1.6
"87",21,"enable",30,0.483870967741935,0.2815,"train",0.0409540085848075,1.6
"88",21,"cause",15,0.241935483870968,0.5895,"train",0.120801092872008,1.6
"89",22,"no_difference",61,0.983870967741935,0.828,"train",0.0242957585848075,1.6
"90",22,"affect",0,0,0.12,"train",0.0144,1.6
"91",22,"enable",1,0.0161290322580645,0.03875,"train",0.000511708181581686,1.6
"92",22,"cause",0,0,0.01325,"train",0.0001755625,1.6
"93",23,"no_difference",60,0.967741935483871,0.83325,"train",0.0180880807101977,1.6
"94",23,"affect",0,0,0.1135,"train",0.01288225,1.6
"95",23,"enable",1,0.0161290322580645,0.04125,"train",0.000631063020291363,1.6
"96",23,"cause",1,0.0161290322580645,0.012,"train",1.70489073881374e-05,1.6
"97",24,"no_difference",2,0.032258064516129,0.043,"test",0.000115389177939646,1.6
"98",24,"affect",31,0.5,0.1075,"test",0.15405625,1.6
"99",24,"enable",18,0.290322580645161,0.29575,"test",2.94568808532778e-05,1.6
"100",24,"cause",11,0.17741935483871,0.55375,"test",0.141624754487513,1.6
"101",25,"no_difference",10,0.161290322580645,0.33975,"train",0.0318478564646202,1.6
"102",25,"affect",3,0.0483870967741935,0.312,"train",0.0694917627471384,1.6
"103",25,"enable",48,0.774193548387097,0.255,"train",0.269561940686785,1.6
"104",25,"cause",1,0.0161290322580645,0.09325,"train",0.00594764366545265,1.6
"105",26,"no_difference",0,0,0.1145,"test",0.01311025,1.6
"106",26,"affect",29,0.467741935483871,0.217,"test",0.0628715182101977,1.6
"107",26,"enable",7,0.112903225806452,0.3535,"test",0.0578868077523413,1.6
"108",26,"cause",26,0.419354838709677,0.315,"test",0.0108899323621228,1.6
"109",27,"no_difference",5,0.0806451612903226,0.13725,"test",0.0032041077653486,1.6
"110",27,"affect",22,0.354838709677419,0.22525,"test",0.0167932336758585,1.6
"111",27,"enable",22,0.354838709677419,0.3875,"test",0.0010667598855359,1.6
"112",27,"cause",13,0.209677419354839,0.25,"test",0.00162591050988554,1.6
"113",28,"no_difference",24,0.387096774193548,0.2205,"train",0.0277544851716961,1.6
"114",28,"affect",31,0.5,0.2845,"train",0.04644025,1.6
"115",28,"enable",0,0,0.32725,"train",0.1070925625,1.6
"116",28,"cause",7,0.112903225806452,0.16775,"train",0.00300816863943809,1.6
"117",29,"no_difference",61,0.983870967741935,0.828,"train",0.0242957585848075,1.6
"118",29,"affect",0,0,0.1185,"train",0.01404225,1.6
"119",29,"enable",0,0,0.03925,"train",0.0015405625,1.6
"120",29,"cause",1,0.0161290322580645,0.01425,"train",3.53076222684703e-06,1.6
