"","trial","response","n","data_y","model_y","half","sq_err","uncertainty_noise"
"1",0,"no_difference",59,0.951612903225806,0.68925,"test",0.0688342929890739,1.3
"2",0,"affect",1,0.0161290322580645,0.23275,"test",0.0469246436654527,1.3
"3",0,"enable",1,0.0161290322580645,0.0565,"test",0.0016298150364204,1.3
"4",0,"cause",1,0.0161290322580645,0.0215,"test",2.88472944849115e-05,1.3
"5",1,"no_difference",6,0.0967741935483871,0.1545,"train",0.00333226873048907,1.3
"6",1,"affect",7,0.112903225806452,0.35875,"train",0.0604406363813736,1.3
"7",1,"enable",47,0.758064516129032,0.30075,"train",0.209136566662331,1.3
"8",1,"cause",2,0.032258064516129,0.186,"train",0.0236365827263267,1.3
"9",2,"no_difference",39,0.629032258064516,0.30725,"test",0.103543821605099,1.3
"10",2,"affect",15,0.241935483870968,0.39775,"test",0.0242781634365245,1.3
"11",2,"enable",2,0.032258064516129,0.20525,"test",0.0299262097424558,1.3
"12",2,"cause",6,0.0967741935483871,0.08975,"test",4.93392950052029e-05,1.3
"13",3,"no_difference",3,0.0483870967741935,0.17775,"train",0.0167347607310094,1.3
"14",3,"affect",22,0.354838709677419,0.36575,"train",0.000119056256503642,1.3
"15",3,"enable",7,0.112903225806452,0.2935,"train",0.0326151948491155,1.3
"16",3,"cause",30,0.483870967741935,0.163,"train",0.102958177939646,1.3
"17",4,"no_difference",36,0.580645161290323,0.218,"test",0.131511513007284,1.3
"18",4,"affect",18,0.290322580645161,0.3825,"test",0.00849667663891779,1.3
"19",4,"enable",6,0.0967741935483871,0.268,"test",0.0293182767950052,1.3
"20",4,"cause",2,0.032258064516129,0.1315,"test",0.00984896175858481,1.3
"21",5,"no_difference",1,0.0161290322580645,0.06,"train",0.00192466181061394,1.3
"22",5,"affect",4,0.0645161290322581,0.19325,"train",0.0165724095343392,1.3
"23",5,"enable",6,0.0967741935483871,0.341,"train",0.0596462445369407,1.3
"24",5,"cause",51,0.82258064516129,0.40575,"train",0.173747786745578,1.3
"25",6,"no_difference",4,0.0645161290322581,0.0475,"train",0.000289548647242456,1.3
"26",6,"affect",27,0.435483870967742,0.20125,"train",0.0548655063085328,1.3
"27",6,"enable",12,0.193548387096774,0.3505,"train",0.024633808792924,1.3
"28",6,"cause",19,0.306451612903226,0.40075,"train",0.00889218580905307,1.3
"29",7,"no_difference",13,0.209677419354839,0.205,"train",2.187825182102e-05,1.3
"30",7,"affect",3,0.0483870967741935,0.3765,"train",0.107658077263267,1.3
"31",7,"enable",45,0.725806451612903,0.27875,"train",0.19985947092872,1.3
"32",7,"cause",1,0.0161290322580645,0.13975,"train",0.0152821436654527,1.3
"33",8,"no_difference",2,0.032258064516129,0.16275,"test",0.0170281452263267,1.3
"34",8,"affect",19,0.306451612903226,0.35825,"test",0.00268307290582726,1.3
"35",8,"enable",16,0.258064516129032,0.311,"test",0.00280216545265349,1.3
"36",8,"cause",25,0.403225806451613,0.168,"test",0.0553311800208116,1.3
"37",9,"no_difference",5,0.0806451612903226,0.0345,"test",0.00212937591050989,1.3
"38",9,"affect",10,0.161290322580645,0.14125,"test",0.000401614529136317,1.3
"39",9,"enable",7,0.112903225806452,0.30775,"test",0.0379652654136316,1.3
"40",9,"cause",40,0.645161290322581,0.5165,"test",0.0165537276274714,1.3
"41",10,"no_difference",2,0.032258064516129,0.10475,"train",0.00525508071019771,1.3
"42",10,"affect",30,0.483870967741935,0.26375,"train",0.0484532404396462,1.3
"43",10,"enable",12,0.193548387096774,0.3555,"train",0.0262283249219563,1.3
"44",10,"cause",18,0.290322580645161,0.276,"train",0.000205136316337149,1.3
"45",11,"no_difference",1,0.0161290322580645,0.10675,"train",0.00821215979448491,1.3
"46",11,"affect",16,0.258064516129032,0.269,"train",0.000119584807492196,1.3
"47",11,"enable",33,0.532258064516129,0.35425,"train",0.0316868710327783,1.3
"48",11,"cause",12,0.193548387096774,0.27,"train",0.00584484911550469,1.3
"49",12,"no_difference",0,0,0.017,"test",0.000289,1.3
"50",12,"affect",1,0.0161290322580645,0.06725,"test",0.00261335334287201,1.3
"51",12,"enable",4,0.0645161290322581,0.18875,"test",0.0154340546956296,1.3
"52",12,"cause",57,0.919354838709677,0.727,"test",0.037000383975026,1.3
"53",13,"no_difference",1,0.0161290322580645,0.0165,"train",1.37617065556713e-07,1.3
"54",13,"affect",13,0.209677419354839,0.0595,"train",0.0225532572840791,1.3
"55",13,"enable",12,0.193548387096774,0.20025,"train",4.49116155046828e-05,1.3
"56",13,"cause",36,0.580645161290323,0.72375,"train",0.0204789948621228,1.3
"57",14,"no_difference",1,0.0161290322580645,0.056,"test",0.00158969406867846,1.3
"58",14,"affect",23,0.370967741935484,0.19925,"test",0.0294869828954214,1.3
"59",14,"enable",23,0.370967741935484,0.32725,"test",0.00191124095993757,1.3
"60",14,"cause",15,0.241935483870968,0.4175,"test",0.0308228993236212,1.3
"61",15,"no_difference",0,0,0.01475,"train",0.0002175625,1.3
"62",15,"affect",12,0.193548387096774,0.0655,"train",0.0163963894380853,1.3
"63",15,"enable",9,0.145161290322581,0.18775,"train",0.00181379819198751,1.3
"64",15,"cause",41,0.661290322580645,0.732,"train",0.00499985848074922,1.3
"65",16,"no_difference",1,0.0161290322580645,0.10675,"train",0.00821215979448491,1.3
"66",16,"affect",8,0.129032258064516,0.284,"train",0.0240150010405827,1.3
"67",16,"enable",7,0.112903225806452,0.33925,"train",0.0512328621878252,1.3
"68",16,"cause",46,0.741935483870968,0.27,"train",0.222723100936524,1.3
"69",17,"no_difference",6,0.0967741935483871,0.445,"test",0.121261212278876,1.3
"70",17,"affect",41,0.661290322580645,0.36225,"test",0.0894251145291363,1.3
"71",17,"enable",11,0.17741935483871,0.143,"test",0.00118469198751301,1.3
"72",17,"cause",4,0.0645161290322581,0.04975,"test",0.000218038566597294,1.3
"73",18,"no_difference",2,0.032258064516129,0.08175,"train",0.00244945167793965,1.3
"74",18,"affect",2,0.032258064516129,0.242,"train",0.0439916795005203,1.3
"75",18,"enable",55,0.887096774193548,0.34375,"train",0.295225717026535,1.3
"76",18,"cause",3,0.0483870967741935,0.3325,"train",0.0807201417793965,1.3
"77",19,"no_difference",6,0.0967741935483871,0.0985,"test",2.97840790842874e-06,1.3
"78",19,"affect",22,0.354838709677419,0.26425,"test",0.00820631432101978,1.3
"79",19,"enable",18,0.290322580645161,0.35575,"test",0.00428074720343392,1.3
"80",19,"cause",16,0.258064516129032,0.2815,"test",0.000549221904266388,1.3
"81",20,"no_difference",11,0.17741935483871,0.108,"test",0.00481904682622269,1.3
"82",20,"affect",36,0.580645161290323,0.284,"test",0.0879983517169615,1.3
"83",20,"enable",4,0.0645161290322581,0.34225,"test",0.0771361030827263,1.3
"84",20,"cause",11,0.17741935483871,0.26575,"test",0.00780230287460978,1.3
"85",21,"no_difference",2,0.032258064516129,0.05925,"test",0.000728564581165453,1.3
"86",21,"affect",15,0.241935483870968,0.184,"test",0.00335652029136316,1.3
"87",21,"enable",30,0.483870967741935,0.331,"test",0.0233695327783559,1.3
"88",21,"cause",15,0.241935483870968,0.42575,"test",0.0337877763397503,1.3
"89",22,"no_difference",61,0.983870967741935,0.68925,"train",0.0868015146331946,1.3
"90",22,"affect",0,0,0.239,"train",0.057121,1.3
"91",22,"enable",1,0.0161290322580645,0.05325,"train",0.00137796624609781,1.3
"92",22,"cause",0,0,0.0185,"train",0.00034225,1.3
"93",23,"no_difference",60,0.967741935483871,0.694,"test",0.0749346472424558,1.3
"94",23,"affect",0,0,0.23275,"test",0.0541725625,1.3
"95",23,"enable",1,0.0161290322580645,0.0555,"test",0.00155007310093652,1.3
"96",23,"cause",1,0.0161290322580645,0.01775,"test",2.62753642039542e-06,1.3
"97",24,"no_difference",2,0.032258064516129,0.049,"train",0.000280292403746098,1.3
"98",24,"affect",31,0.5,0.17825,"train",0.1035230625,1.3
"99",24,"enable",18,0.290322580645161,0.3335,"train",0.0018642895421436,1.3
"100",24,"cause",11,0.17741935483871,0.43925,"train",0.0685552867455775,1.3
"101",25,"no_difference",10,0.161290322580645,0.37575,"test",0.0459929532388137,1.3
"102",25,"affect",3,0.0483870967741935,0.4,"test",0.12363163371488,1.3
"103",25,"enable",48,0.774193548387097,0.164,"test",0.372336166493236,1.3
"104",25,"cause",1,0.0161290322580645,0.06025,"test",0.00194665979448491,1.3
"105",26,"no_difference",0,0,0.0965,"test",0.00931225,1.3
"106",26,"affect",29,0.467741935483871,0.272,"test",0.0383149053069719,1.3
"107",26,"enable",7,0.112903225806452,0.335,"test",0.04932697710718,1.3
"108",26,"cause",26,0.419354838709677,0.2965,"test",0.0150933113943809,1.3
"109",27,"no_difference",5,0.0806451612903226,0.123,"train",0.00179393236212279,1.3
"110",27,"affect",22,0.354838709677419,0.30375,"train",0.00261005625650364,1.3
"111",27,"enable",22,0.354838709677419,0.3505,"train",1.88244016649327e-05,1.3
"112",27,"cause",13,0.209677419354839,0.22275,"train",0.000170892364724245,1.3
"113",28,"no_difference",24,0.387096774193548,0.17775,"train",0.0438260718652445,1.3
"114",28,"affect",31,0.5,0.3555,"train",0.02088025,1.3
"115",28,"enable",0,0,0.30275,"train",0.0916575625,1.3
