"","trial","response","n","data_y","model_y","half","sq_err","uncertainty_noise"
"1",0,"no_difference",59,0.951612903225806,0.6815,"test",0.0729609804890739,0.6
"2",0,"affect",1,0.0161290322580645,0.23375,"test",0.0473588856009365,0.6
"3",0,"enable",1,0.0161290322580645,0.0695,"test",0.00284846019771072,0.6
"4",0,"cause",1,0.0161290322580645,0.01525,"test",7.72697710718002e-07,0.6
"5",1,"no_difference",6,0.0967741935483871,0.13925,"train",0.00180419413371488,0.6
"6",1,"affect",7,0.112903225806452,0.34075,"train",0.0519141525104058,0.6
"7",1,"enable",47,0.758064516129032,0.35475,"train",0.162662598920395,0.6
"8",1,"cause",2,0.032258064516129,0.16525,"train",0.0176868549037461,0.6
"9",2,"no_difference",39,0.629032258064516,0.29325,"train",0.112749724830905,0.6
"10",2,"affect",15,0.241935483870968,0.3945,"train",0.0232759315816857,0.6
"11",2,"enable",2,0.032258064516129,0.2395,"train",0.0429492198231009,0.6
"12",2,"cause",6,0.0967741935483871,0.07275,"train",0.000577161875650364,0.6
"13",3,"no_difference",3,0.0483870967741935,0.269,"train",0.048670053069719,0.6
"14",3,"affect",22,0.354838709677419,0.3925,"train",0.00141837278876171,0.6
"15",3,"enable",7,0.112903225806452,0.25525,"train",0.020262604123309,0.6
"16",3,"cause",30,0.483870967741935,0.08325,"train",0.160497159794485,0.6
"17",4,"no_difference",36,0.580645161290323,0.291,"test",0.083894319458897,0.6
"18",4,"affect",18,0.290322580645161,0.40475,"test",0.0130936343002081,0.6
"19",4,"enable",6,0.0967741935483871,0.2315,"test",0.0181510429240375,0.6
"20",4,"cause",2,0.032258064516129,0.07275,"test",0.00163959683922997,0.6
"21",5,"no_difference",1,0.0161290322580645,0.04275,"test",0.00070867592351717,0.6
"22",5,"affect",4,0.0645161290322581,0.145,"test",0.00647765348595213,0.6
"23",5,"enable",6,0.0967741935483871,0.373,"test",0.0763006961498439,0.6
"24",5,"cause",51,0.82258064516129,0.43925,"test",0.146942383519771,0.6
"25",6,"no_difference",4,0.0645161290322581,0.033,"test",0.000993266389177939,0.6
"26",6,"affect",27,0.435483870967742,0.134,"test",0.0908925244536941,0.6
"27",6,"enable",12,0.193548387096774,0.39025,"test",0.0386915245187305,0.6
"28",6,"cause",19,0.306451612903226,0.44275,"test",0.0185772503251821,0.6
"29",7,"no_difference",13,0.209677419354839,0.17075,"train",0.00151534397762747,0.6
"30",7,"affect",3,0.0483870967741935,0.361,"train",0.0977268272632674,0.6
"31",7,"enable",45,0.725806451612903,0.3365,"train",0.15155951326743,0.6
"32",7,"cause",1,0.0161290322580645,0.13175,"train",0.0133682081815817,0.6
"33",8,"no_difference",2,0.032258064516129,0.17675,"test",0.0208779194198751,0.6
"34",8,"affect",19,0.306451612903226,0.3555,"test",0.002405744276795,0.6
"35",8,"enable",16,0.258064516129032,0.33975,"test",0.00667251827523413,0.6
"36",8,"cause",25,0.403225806451613,0.128,"test",0.0757492445369407,0.6
"37",9,"no_difference",5,0.0806451612903226,0.01925,"test",0.00376936582986472,0.6
"38",9,"affect",10,0.161290322580645,0.079,"test",0.00677169719042664,0.6
"39",9,"enable",7,0.112903225806452,0.293,"test",0.0324348480749219,0.6
"40",9,"cause",40,0.645161290322581,0.60875,"test",0.00132578206295525,0.6
"41",10,"no_difference",2,0.032258064516129,0.13925,"test",0.0114472742585848,0.6
"42",10,"affect",30,0.483870967741935,0.29775,"test",0.0346410146331946,0.6
"43",10,"enable",12,0.193548387096774,0.3885,"test",0.0380061313735692,0.6
"44",10,"cause",18,0.290322580645161,0.1745,"test",0.0134148701873049,0.6
"45",11,"no_difference",1,0.0161290322580645,0.14225,"train",0.0159064985041623,0.6
"46",11,"affect",16,0.258064516129032,0.31925,"train",0.00374366343652445,0.6
"47",11,"enable",33,0.532258064516129,0.36425,"train",0.0282267097424558,0.6
"48",11,"cause",12,0.193548387096774,0.17425,"train",0.000372427744536941,0.6
"49",12,"no_difference",0,0,0.01725,"train",0.0002975625,0.6
"50",12,"affect",1,0.0161290322580645,0.06275,"train",0.00217351463319459,0.6
"51",12,"enable",4,0.0645161290322581,0.24275,"train",0.0317673127601457,0.6
"52",12,"cause",57,0.919354838709677,0.67725,"train",0.0586147529266389,0.6
"53",13,"no_difference",1,0.0161290322580645,0.01625,"train",1.46331945889701e-08,0.6
"54",13,"affect",13,0.209677419354839,0.06125,"train",0.0220306988163372,0.6
"55",13,"enable",12,0.193548387096774,0.249,"train",0.0030748813735692,0.6
"56",13,"cause",36,0.580645161290323,0.6735,"train",0.0086220210718002,0.6
"57",14,"no_difference",1,0.0161290322580645,0.0325,"test",0.000268008584807492,0.6
"58",14,"affect",23,0.370967741935484,0.1455,"test",0.050835702653486,0.6
"59",14,"enable",23,0.370967741935484,0.34625,"test",0.000610966766389178,0.6
"60",14,"cause",15,0.241935483870968,0.47575,"test",0.0546692279526535,0.6
"61",15,"no_difference",0,0,0.01425,"train",0.0002030625,0.6
"62",15,"affect",12,0.193548387096774,0.05975,"train",0.0179020083896982,0.6
"63",15,"enable",9,0.145161290322581,0.23475,"train",0.00802613690166493,0.6
"64",15,"cause",41,0.661290322580645,0.69125,"train",0.000897582271071804,0.6
"65",16,"no_difference",1,0.0161290322580645,0.149,"test",0.0176546940686785,0.6
"66",16,"affect",8,0.129032258064516,0.31925,"test",0.0361827893470343,0.6
"67",16,"enable",7,0.112903225806452,0.36125,"test",0.0616761202523413,0.6
"68",16,"cause",46,0.741935483870968,0.1705,"test",0.326538512226847,0.6
"69",17,"no_difference",6,0.0967741935483871,0.4215,"train",0.10544684937565,0.6
"70",17,"affect",41,0.661290322580645,0.3705,"train",0.0845590117065557,0.6
"71",17,"enable",11,0.17741935483871,0.163,"train",0.00020791779396462,0.6
"72",17,"cause",4,0.0645161290322581,0.045,"train",0.000380879292403746,0.6
"73",18,"no_difference",2,0.032258064516129,0.0825,"train",0.00252425208116545,0.6
"74",18,"affect",2,0.032258064516129,0.2395,"train",0.0429492198231009,0.6
"75",18,"enable",55,0.887096774193548,0.3975,"train",0.239705001300728,0.6
"76",18,"cause",3,0.0483870967741935,0.2805,"train",0.0538763998439126,0.6
"77",19,"no_difference",6,0.0967741935483871,0.14075,"train",0.00193387155306972,0.6
"78",19,"affect",22,0.354838709677419,0.32375,"train",0.00096650786940687,0.6
"79",19,"enable",18,0.290322580645161,0.36725,"train",0.00591782784859521,0.6
"80",19,"cause",16,0.258064516129032,0.16825,"train",0.00806664730749219,0.6
"81",20,"no_difference",11,0.17741935483871,0.246,"test",0.00470330489073881,0.6
"82",20,"affect",36,0.580645161290323,0.39025,"test",0.036250317442768,0.6
"83",20,"enable",4,0.0645161290322581,0.2695,"test",0.0420183873569199,0.6
"84",20,"cause",11,0.17741935483871,0.09425,"test",0.0069171415842872,0.6
"85",21,"no_difference",2,0.032258064516129,0.03825,"test",3.5903290842872e-05,0.6
"86",21,"affect",15,0.241935483870968,0.1255,"test",0.0135572219042664,0.6
"87",21,"enable",30,0.483870967741935,0.363,"test",0.014609790842872,0.6
"88",21,"cause",15,0.241935483870968,0.47325,"test",0.0535064053720083,0.6
"89",22,"no_difference",61,0.983870967741935,0.6865,"test",0.0884294924557752,0.6
"90",22,"affect",0,0,0.2375,"test",0.05640625,0.6
"91",22,"enable",1,0.0161290322580645,0.06075,"test",0.00199103076222685,0.6
"92",22,"cause",0,0,0.01525,"test",0.0002325625,0.6
"93",23,"no_difference",60,0.967741935483871,0.683,"train",0.0810779698231009,0.6
"94",23,"affect",0,0,0.23825,"train",0.0567630625,0.6
"95",23,"enable",1,0.0161290322580645,0.06475,"train",0.00236399850416233,0.6
"96",23,"cause",1,0.0161290322580645,0.014,"train",4.53277835587929e-06,0.6
"97",24,"no_difference",2,0.032258064516129,0.06475,"train",0.00105572587148803,0.6
"98",24,"affect",31,0.5,0.22325,"train",0.0765905625,0.6
"99",24,"enable",18,0.290322580645161,0.403,"train",0.0126962008324662,0.6
"100",24,"cause",11,0.17741935483871,0.309,"train",0.0173134661810614,0.6
"101",25,"no_difference",10,0.161290322580645,0.4635,"test",0.0913306891259105,0.6
"102",25,"affect",3,0.0483870967741935,0.36275,"test",0.0988240349245578,0.6
"103",25,"enable",48,0.774193548387097,0.13975,"test",0.40251861609001,0.6
"104",25,"cause",1,0.0161290322580645,0.034,"test",0.000319371488033299,0.6
"105",26,"no_difference",0,0,0.13525,"test",0.0182925625,0.6
"106",26,"affect",29,0.467741935483871,0.328,"test",0.0195278085327783,0.6
"107",26,"enable",7,0.112903225806452,0.3655,"test",0.0638051303329865,0.6
"108",26,"cause",26,0.419354838709677,0.17125,"test",0.061556010991155,0.6
"109",27,"no_difference",5,0.0806451612903226,0.04825,"train",0.00104944647502601,0.6
"110",27,"affect",22,0.354838709677419,0.15775,"train",0.0388439594823101,0.6
"111",27,"enable",22,0.354838709677419,0.398,"train",0.00186289698231009,0.6
"112",27,"cause",13,0.209677419354839,0.396,"train",0.0347161040582726,0.6
"113",28,"no_difference",24,0.387096774193548,0.28775,"train",0.00986978154266389,0.6
"114",28,"affect",31,0.5,0.402,"train",0.00960399999999999,0.6
"115",28,"enable",0,0,0.2445,"train",0.05978025,0.6
"116",28,"cause",7,0.112903225806452,0.06575,"train",0.00222342670395421,0.6
"117",29,"no_difference",61,0.983870967741935,0.6765,"test",0.094476911810614,0.6
"118",29,"affect",0,0,0.24725,"test",0.0611325625,0.6
"119",29,"enable",0,0,0.0605,"test",0.00366025,0.6
"120",29,"cause",1,0.0161290322580645,0.01575,"test",1.43665452653486e-07,0.6
